texts,Classes,Key_words
"26,""Здравствуйте! Уже не первый год сталкиваюсь с проблемой записи детей на кружки и секции из-за ограничения по возрасту в системе. А именно: на момент 01.09.2020  детям 6.8 и 4.9 лет, а все кружки с 7 и 5 лет соответственно. Преподаватели не против взять, но надо через портал оформлять, а это невозможно. На момент их полных 7 и 5 лет соответственно, а это ноябрь и декабрь, группы набраны и весь учебный год пропадает. Возможно ли как-то поменять графу """"возраст"""" на """"год рождения"""", чтоб был возраст группы в саду (класса в школе) ?""",Предложение сайт,"записи, портал, оформлять"
"27,""Здравствуйте! Мой ребенок занимается в музыкальной школе по классу саксофон. В музыкальной школе педагоги дают ребенку домашнее задание. Меня шокирует, что для раздела """"Как пожаловаться на шум"""" выбрано в качестве иллюстрации изображение музыкального инструмента, а не, например, изображение перфоратора. Уверена, что я такая не одна в нашем городе. Прошу изменить изображение.""",Предложение сайт,Прошу изменить
"28,""Уважаемый Мосэнергосбыт! Оплата за электроэнергию л/с33907-023-58  была  мною произведена за август  2020г. своевременно, т.е. 15.08.2020г. в сумме 1044.48  руб.,включая комиссию (есть справка о произведенной операции от Сбербанка РФ) , а вы почему-то пишите, что у меня долг??? Исправляйте свои данные! С уважением, Эмма Владимировна- 22.08.2020г.""",Предложение сайт,"Оплата,  в сумме,  комиссию, справка о произведенной операции, Сбербанк"
"29,""Ведомство: Департамент информационных технологий города Москвы Услуга: Запись на приём Дата и время подачи заявления: 27.07.2020 03:42:49 Регистрационный номер: 0001-9000003-booking-1299180/20 Статус заявления: Талон не взят. Посетитель не явился в отделение к указанному времени Идея - это как из пушки по в И статус то неверный ...оробьям ..... Надо подправить. Опоздал на 5 минут.  Что обычная ситуация у людей (не роботов). Дали талон на живую очередь. И прием то прошел. Сделал, что хотел. А система отрабатывает пустоту сейчас. Подправить ! С уважением !""",Предложение услуги,"Талон, прием, поправить, идея"
"30,""Добрый день! Я живу в Москве по бессрочному ВНЖ, у меня есть ОМС, СНИЛС и возможность получать все гос.услуги. Но при этом я не могу получить доступ к своей медицинской карте, так как на портале есть графа только для паспорта РФ. Это не очень удобно (так как приходится тратить свое время и терапевта чтоб забрать у него результаты анализов) и ущемляет мои права. Я надеюсь в будущем смогут добавить функцию для всех жителей Москвы. Спасибо!""",Предложение сайт,"сайт, доступ, гос услуги, портал"
"31,""Добрый день! В разделе социальной поддержки очень хотелось бы, чтобы была точная информация об изменениях условий подачи документов на льготы. А именно: какие льготы необходимо подтверждать и как часто, в какие сроки Иногда прихожу подтверждать льготу, а мне говорят, что этого не надо делать, а в другой раз другую льготу прихожу подтверждать через год, а оказывается, что надо было уже 2 месяца назад прийти и просто продлить льготу, что теперь невозможно сделать, и придется подавать документы заново на получение льготы.  Где и как получать информацию такого рода своевременно - не понятно. Спасибо!""",Предложение сайт,"раздел, информация, "
"32,""По Вашему Обращению SD13485806 проведены работы.Решение:  Здравствуйте! Статус: """"Талон не взят. Посетитель не явился в отделение к указанному времени"""" означает, что при личном визите в центр госуслуг Вы не указали в инфокиоске номер брони, которую получили на портале, и взяли новый талон на прием. Обращаем Ваше внимание, что данный статус """"Талон не взят"""" не влияет на оказание услуги, а носит только информационный характер о записи на прием. Дорогие программисты и их начальники. Я чисто как неравнодушный гражданин выступаю. Потому как мне же вы деньги не платите в рамках создания и отработки системы - с немалых осваиваемых сумм. Так что если для Вас это не ценные замечания - то Вы не видите совсем, что работающая система не совсем в реальности и генерит нереальные статусы ... Исправить несложно - например - самое простое решение - вводить фамилию при ручной записи на прием - чтобы система могла сопоставить по фамилии по итогу. Или как-то еще. Есть варианты. А на киоске"""" я назвал время записи и фамилию - меня нашли и дали талон на живу очередь.  Может быть сотрудника системы надо что-то было еще сделать - никак не мне ! Если Вам не интересно - насколько гибка и пластична система к небольшим даже отклонениям - дело авторов. Зачем не отписки то писать ?  В это время могли ыб что-то улучшить реально ! И сам, пожалуй, не буду Вас больше отвлекать - раз Вам так не интересно мое мнение.  Не буду зря на Вас время свое тратить забесплатно.""",Предложение сайт,"програмисты, статус, услуга, информационный характер,система, дело авторов"
"33,""Добрый вечер. Отсутствует мой адрес регистрации в базе- п.Сосенское,д.Сосенки,д.133. нет возможности запросить жилищные документы""",Услуги,"адрес регистрации, жилищные документы"
"34,""Доброго времени суток. В нашей стране есть очень страшная проблема-это неквалифицированные кадры и ещё плохо понимающие русский язык.К тому же переговоры иностранных граждан меж собой на своём языке,приводят к  действию лиц по предворительному сговору,после чего человек теряет работу,а на его место приходит следующий подсобник,не знающий и принципов строительства.Вязка арматуры,вибрация монолита,сварка швов металла и проводка электропроводки имеет свою специфику,особенно в многоэтажных домах,что я изнутри регулярно наблюдаю,не имея сил противостоять безграмотности и отсутствия элементарных понятий о строительстве у работников.Я по профессии электромонтажник,электронщик,умею класть камень,сваривать металл и многое другое,особенно отделочные работы.По всей стране действует сеть посредников,которые набирают на строительные организации не ясно кого и подготавливают им фальшивые документы.Люди даже не обладают чтением чертежей,СНИПами и ПУЭ для нормальной работы и не способны выполнять не только сложных,но и простых задач.Не лучше ли привлекать с помощью государственных служб занятости людей из русскоязычных регионов и не бояться что всё рухнет в одночасье?Я сам не раз выполнял множество задач,которые могу решить самостоятельно,посоветовавшись с прорабом.Владею компьютером на уровне продвинутого пользователя и умею пользоваться многими программами.Минус один,я работаю,а деньги получают посредники. оё предложение-Запретить на строительных объектах на любых неясных большинству языках или иметь технически грамотных переводчиков.""",Предложение благоустройство,"неквалифицированные кадры, работа, организация, подсобник, профессия, специфика, посредник, прораб"
"35,Первичной сортировки и обработки мусора на площадках сбора мусора во дворах жилых многоэтажек.",Благоустройство,"мусор, сортировка"
"36,Замените системных администраторов",Спам,
"37,уроды. сами себе сделайте эл. мед книжку. удачи. вы совсем припухли? как это оформить? c o б я n и n. твой сайт. mosru. реально sru!!!",Спам,
"38,""Добрый день! Меня зовут Мария, я PR-координатор кинотеатра Пионер. В нашем кинотеатре с 27 августа эксклюзивно пройдут показы фильмов Лондонского международного анимационного фестиваля LIAF 2020. Мы будем рады, если вы сможете поделиться этой информацией или включить ее в одну из ваших подборок мероприятий. Пресс-релиз прикрепляю во вложении. Спасибо! Хорошего дня!""",Предложение благоустройство,"кинотеатр, показ фильма, анимация, фестиваль, мероприятие"
"39,""Дистанционное электронное голосование Нереально найти способ зарегистрироваться: """"Заявление на дистанционное электронное голосование можно подать в период с 15 часов 29 июля до 20 часов 7 сентября на интернет-портале mos.ru"""" Хоть бы ссылочку на этом предложении оставили! Ни на главной, ни на """"Бабушкинской"""" странице и намёка нет на регистрацию!?""",Услуги,"зарегистрировать, ссылка,регистрация, страниц"
"40,""СЛЕДИТЕ ЗА ОБНОВЛЕНИЕМ ИНФОРМАЦИИ В РАЗДЕЛЕ """"МОИ ПЛАТЕЖИ"""". НЕ ВВОДИТЕ ЛЮДЕЙ В ЗАБЛУЖДЕНИЕ. НЕ ЗАСТАВЛЯЙТЕ ОПЛАЧИВАТЬ СЧЕТА ПОВТОРНО. НЕ ЗАНИМАЙТЕСЬ СКРЫТЫМ ВЫМОГАТЕЛЬСТВОМ И МОШЕННИЧЕСТВОМ. НАУЧИТЕ РАБОТНИКОВ ТЕХПОДДЕРЖКИ РАБОТАТЬ КАЧЕСТВЕННО. ОНИ ЗА ЭТО ПОЛУЧАЮТ ДЕНЬГИ НАЛОГОПЛАТЕЛЬЩИКОВ.""",Предложение сайт,"обновления, раздел, техподдержка"
"41,""Очень бы помогло в разделе платежей ЖКУ добавить возможность поиска платежей, которые проведены, но не зачислены. Если они проведены не через сайт mos.ru. Хотелось бы форму, в которой можно прикрепить копии платежных документов. Сейчас вообще непонятно как их искать.""",Предложение сайт,"раздел, возможность, форма, искать"
"42,""Добрый день! В электронной медицинской карте я запросила рентген-исследование. Когда снимок стал доступен для загрузки, я не получила уведомления ни на эл.почту ни в личный кабинет на мос.ру. Зато оповещение было в центре оповещений сайта ЭМК. Я этим сайтом пользуюсь крайне редко, поэтому когда заметила, что мне открыт доступ для скачивания снимка, срок этого доступа уже истек. Вывод: предусмотрите возможность оповещения пациентов вне ресурса ЭМК о доступе к скачиванию R-снимков. И еще: дата доступа обозначена ГГГГ.ММ.ЧЧ - это неудобно и непривычно""",Предложение сайт,"запросила, загрузка, уведомление, личный кабинет, эл почта, "
"43,""Оптимизируйте уже этот сайт  !!!  Даже показания счетчиков в пол 2ого ночи отправить невозможно !!! Мало того бесполезных вкладок горы, так они еще и не рабочие !!! ПОЗОРИЩЕ ! ! !""",Сайт,сайт
"44,""Добрый день! Компания Хиквижн является мировм лидером по производству систем безопасности. Одним из актуальных направлений компании является производство тепловизионных камер для измерения температуры тела человека. В сложившейся ситуации, связанной с распространением COVID-19 важно обладать инструментами позволяющими осуществлять контроль за соблюдением масочного режима, и заблаговременно выявлять людей с повышенной температурой. Решения от компании Hikvision полностью справляются с поставленными задачами и могут быть применены на объектах с высоким трафиком. На сегодняшний день оборудование Hikvision зарекомендовало себя на всей территории России. Комплексы тепловизионного контроля Hikvision используются как в аэропортах, торговых центрах,  бизнес центрах, банках, на проходных пром. предприятий, так и на объектах различных министерств и ведомств (здравоохранения, Минобрнауки, и др.) Решения от компании Hikvision полностью справляются с поставленными задачами и могут быть применены на объектах с высоким трафиком. В центральном регионе решения для измерения температуры используют Аэропорт Внуково, Nestle, Russia Today, Трансмашхолдинг, Почта банк, МТС, и др. В свзи с предписаниями Минобрнауки наши комплексы уже сегодня работают в таких ВУЗах как Московский политехнический университет,  НИЯУ МИФИ, РГУ им. А.Н. Косыгина. Предлагаем рассмотреть возможность применения нашего оборудования для решения вышепоставленных задач. Все технические характеристики и возможные сценарии применения можно обсудить как в онлайн формате, так и при личной встрече. Оборудование доступно на нашем складе в Московской области и может быть поставлено в кратчайшие сроки.""",Предложение благоустройство,"компания, мировой лидер, телевизионного контроля, аэропорт, торговый центр, бизнесс центр, банк, предприятие, объект, министерств, регион, Почта, ВУЗ,склад "
"45,Тестовое сообщение",Спам,
"46,""С детской есть мощёная дорожка с малым бордюром. Из указаний делать плавный спуск, под ноль, к проезжей дороге. И что, после дождя земля с песком вымывается с верху на дорогу. Идиоты!""",Транспорт,"дорожка, бордюр, проезжая дорога"
"47,""Пожалуйста, создайте в личном кабинете раздел """"Чат со службой поддержки"""", чтобы можно было всегда вернуться к истории переписки. В данный момент при обновлении страницы вся информация из чата пропадает, а ведь на её получине могло быть потрачено достаточно много времени (на составление обращения, уточнение информации и т. д.).""",Предложение сайт,"личный кабинет, раздел, служба поддержки, история, обновление, страница, информация, чат, общение"
"48,""Верните  субъектам малого и среднего предпринимательства возможность подавать документы на государственную услугу: """"Возмездное отчуждение недвижимого имущества, арендуемого субъектами малого и среднего предпринимательства, из государственной собственности города Москвы"""" непосредственно в службу Одного окна Департамента городского имущества города Москвы. Системы электронной подачи документов сырая, не отработанная и имеет множество недостатков. Работать в ней людям, в большинстве своем не имеющим в штате  IT-специалистов очень сложно.""",Предложение услуги,государственную услугу
"49,""Здравствуйте уважаемые! Очень хотелось бы надеяться, что в России нужна своя эмблема - """"Московского такси"""", вне зависимости от доминирования """"Яндекс такси"""".  Если не мой вариант эмблемы, то пусть другой, который  эксперты сочтут более приемлемым, обязательно должен быть. У государства есть свой флаг, у уважающих себя, стабильных фирм, есть свои, хорошо известные товарные бренды, так почему в Москве за сто лет до сих пор нет эмблемы московского такси? Предлагаю ознакомиться с моим вариантом по этой ссылке на Стихи.РУ -    https://stihi.ru/2020/08/10/2672     С уважением, Владимир.""",Предложение благоустройство,"фирма, флаг, эмблема"
"50,""Движение автобусов по маршруту 400т не ответствуют расписанию, задержки отправления от станции метро тушинская достигают 20-30 минут, часто автобусы ходят парами при это первый идет полным, а второй почти пустым. Бывают случаи когда один автобус 400т обгоняет другой автобус этого же маршрута. Идея-привести в порядок фактический график движения автобусов.""",Транспорт,"автобус, маршрут, график, движение"
"51,""Добрый день! Обращаюсь к мэру Москвы с огромным уважением Сергей Семёнович . Извините,что беспокою вас ,вынужден обратиться к вам ,я полковник запаса ,ветеран, инвалид, в течении 10лет отдыхаю на новогодние праздники и рождество в санатории подчинённого вам """" Озеро Белое"""" Шатурский район ,вместе со своей семье и внуками в 244 и 246 номерах. Трижды писал книгу жалоб и предложении ,чтоб заменили в гостиной первой комнате номеров диваны которым 50лет минимум ,сиденья уже сравнялись с полом от старины. Директор обещала все поставить и заменить ,но сейчас мои дети опять ездили ,ничего не сделано , сидеть на этих диванах не возможно, это просто издевательство. Разве за такие деньги которые я полковник запаса,ветеран ,инвалид собираю в течении года каждую копеечку ,так нельзя делать. Плачу деньги ,а все остаётся по прежнему . Я вас очень уважаю ,вы настоящий,порядочный,добросовестный человек ,от души. Наведите в этом вопросе порядок.""",Предложение благоустройство,"санаторий, отдыхаю, гостинная"
"52,""Проживаем на ул. Рабочая Троицк Москва По всей улице проходят провода линии электропередач, которые на некоторых участках переплетаются с деревьями (деревья старые и нависают над дорогой), что создает угрозу короткого замыкания, как минимум, особенно при сильном ветре и обледенении проводов. Наверное, есть службы, которые отвечают за безопасные условия подачи электроэнергии населению. Деревья растут на территории города. Спасибо.""",Благоустройство,"линии электропередач, безопасные условия, население"
"53,""Добрый день. У меня не был оплачен июль. 25 августа я внес показания счетчиков учета воды за июль и август, и портал мне выдал две платежки - текущую (за оба месяца) и долговую за просроченный месяц - скрин в приложении. Для оплаты портал позволяет выбрать ВСЕ предложенные ЕПД, т.е. за один из месяцев технически можно заплатить дважды. Скажите, как пользователи в такой ситуации должны разбираться, какие ЕПД нужно выбрать для оплаты, чтобы полностью погасить задолженность и не заплатить дважды за один период? Зачем при поиске дополнительно выдается долговой ЕПД, дублирующий оплату? Для большей путаницы сумма 3887 р. указана в текущем ЕПД как ИЮЛЬ и в долговом ЕПД как АВГУСТ.""",Предложение сайт,"портал, скрин, приложение, поиск"
"54,Добавьте поддержку японского языка. Приезжим из Японии сложно ориентироваться в мероприятиях города.",Предложение сайт,"Добавьте, поддержка, язык"
"55,""Предлагаю организовать, для наиболее активных, секцию ОФП - комплексного развития (единоборства, гибкость, общая физ. подготовка, игровые виды на воздухе, прогулки, лыжные прогулки, экскурсии и т. п., в зависимости от возможностей и желания).  Любой возраст и любой уровень подготовки.""",Предложение услуги,"организовать, секция"
"56,""Джентльмены,Более идиотского интерфейса, чем ваш, я пока не видел. тут плохо все, особенно - доступ к emias. Сделайте, наконец, просто одну большую кнопку, которая сразу ведет на портал emias, и чтобы залогиненным у вас пользователям БОЛЬШЕ НЕ НУЖНО БЫЛО еще раз логиниться уже на emias. Кнопку можете разместить на странице Электронная медицинская карта, в правой колонке, прямо под кнопкой Получить услугу. И сделайте ее зеленой, что ли. Также продублируйте линк на emias в меню Личного кабинета. И увольте дизайнера сайта.""",Предложение сайт,"интерфейс, доступ, кнопка, портал, залогининным, пользователь, логиниться, страница, колонка, услуга, линк, личный кабинет"
"57,""Доброго дня. Хочеться понимания в процедуре статуса по услугам а так же ставить оценку за оказанную в кавычках услугу. В моём понимании если обратились за услугой есть три варианта.1) оказана 2) отказ(не оказана) 3) не положена (не оказана). Меня больше интересует вариант два, так как из документов в личном документе непонятно не причины отказа не из за чего отказано (может в очередной справке точку не поставили). Если не сложно можно мне на почту получить ответ о причине отказа по заявке: #ЕНО""",Предложение услуги,"услуга, почта"
"0,""На Таганско-Краснопресненской линии московского метрополитена буквально на днях во время карантина не обьявив по тв, не сделав опрос, убрали составы модели Еж-3, сам живу на этой ветке метро Октябрьское Поле сегодня в первый раз поехал после карантина ни одно Еж-3, это безумее более ранние модиффикации поездов тоже канули в лету, """"в топку"""" не оставив ни одного живого состава на постоянном использовании в метро, при этом в соседних с нами странах (Украина, Грузия) эти составы используються до сих пор время от времени ремантируються и модернизируются. Еж-3 самый красивый поезд московского метрополитена а Таганско-Краснопресненская ветка последняя которая их обслуживает, прошу одуматься оставить хотя бы два состава косметически и не только преведенных в порядок на Таганско-Краснопресненской линни, так же помню что один восстановленный состав курсировал до по следнего по ветке, так зачем его снимать с нее тем самым поставив крест на существовании поездов Еж-3 способных обслуживать и дальше нашу ветку метро. С уважением Георгий Шабанов""",Предложение транспорт,"линия, ветка, метрополитен, состав"
"1,""Добрый день, Я сегодня попытался подать заявку через mos.ru на участие в онлайн-голосовании п/п поправок к Конституции РФ и получил отказ от сайта по 2 причинам. Считаю обе причины необоснованными. 1) Требуется подтверждённый мобильный телефон (у меня в профиле не указан) Хотелось бы услышать обоснование этому требованию. Как вообще связано наличие мобильного телефона в профиле и право на участие в голосовании онлайн? Вы дискриминируете пользователей, не желающих указывать опциональные данные из соображений приватности. 2) Требуется возраст в 18+ лет на момент голосования (у меня в профиле не указан) Разве регистрация на mos.ru (проходящая с подтверждением личности) вообще возможна для несовершеннолетних? К чему эта проверка? Олег""",Предложение услуги,"mos.ru, требуется, как"
"2,Хочу пропск",Спам,
"3,""Здравствуйте! Переживаю за безопасность своего аккаунта, поэтому было бы очень хорошо, если бы была возможность подключить двухфакторную аутентификацию, чтобы при входе дополнительно запрашивался код из SMS (как на gosuslugi.ru) или из приложения для генерации кодов.""",Предложение сайт,"Аутентификация, двухфакторный, безопасность"
"4,Не получается",Спам,
"5,Tillo",Спам,
"6,""Добрый день, невозможно  дозвониться, невозможно записаться, чтобы  получить паспорт готовый! Заявка в  тех.поддержке уже  10 дней, результата нет.""",Услуги,"Записаться, дозвониться, тех. Поддеркжа, заявка"
"7,""Господа! У меня очень простая идея. Я зарегистрировалась на электронное голосование, и сегодня ночью, в 3.48 мне пришло подтверждение. Это нормально? Если вы считаете это нормой, вычеркните меня из всех списков. Прошу больше не повторять этот эксперимент.""",Предложение услуги,"Электронное голосование, регистрация"
"8,""Хорошо бы исправить досадные ошибки в тексте об онлайн-голосовании (""""также"""" - """"так же""""): Электронный бюллетень выглядит также, как бюллетень на бумаге..."""" Также работает технология блокчейна...""""""",Услуги,Онлайн-голосование
"9,""Моей матери, Цветковой Алле Алексеевне 81 год.  Для голосования по конституции у нее нет возможности ходить, она инвалид. Пока был карантин, она жила по прописке:   г. Москва, 2-ая Синичкина ул., дом 11, кв.9.  Скоро увезу ее на дачу. В день голосования она будет на даче.  г. Москва, пос. Вороновское, СНТ """"Световод"""", вблизи с. Богоявление, уч. 9.  Как лучше сделать, это вопрос, надеюсь Вы передадите в соответствующую Избирательную комиссию..  Создать на портале для нее личный кабинет для электронного голосования или попросить приехать с урной представителей избирательной комиссии из поселка Воронова.  Все дело в том, что ее телефон пришлось регистрировать на мое имя.  Телефон привязан на Холод#имяовича, я ее сын. Номер +7 925 849-61-92. Такое нарушение пришлось сделать, т.е. отдать Цветковой А.А. этот телефон, поскольку моя мама очень плохо ходит в виду ортопедической инвалидности. Так идея в том, что бы инвалидам дать возможность голосовать, даже если их телефон к ним не привязан.  Для этого разрешить их регистрировать на портале Mos.ru по телефону близких родственников, не совпадающим с  уже зарегистрированным.  Я ее не регистрирую лишь только потому, что мобильный телефон записан на меня. Электронную почту инвалидам и очень не молодым людям родственники сделать помогут, раз они могут Вам письмо написать.""",Предложение услуги,"Голосование, прописка, электронное голосование, изберательная комиссия, идея"
"10,""Здравствуйте, подскажите пожалуйста, 1) где я могу ознакомится с поправками в конституцию, за которые предстоит голосовать? Я хочу заранее ознакомится с поправками в Конституцию РФ, за которые мне предстоит голосовать.  Предлагаю к заявлению на онлайн-голосование прикрепить ссылку для ознакомления с поправками. 2) будет ли голосование за все поправки одним пакетом или за каждую поправку в отдельности? Я имею желание проголосовать за отдельные поправки и предложить корректировку тех, с формулировкой которых не согласен. Предлагаю также рассмотреть возможность произвести соцопрос по отношению населения к поправкам в конституцию с возможностью предложить гражданам своё видение поправок или причину несогласия.""",Предложение услуги,"Хочу, голосование, поправки, предлагаю"
"11,""Здравствуйте!  Я хотела зарегистрироваться на электронное голосование. Но система, определяющая место жительства, не воспринимает адреса жителей Зеленограда. Пожалуйста, настройте ее так, чтобы она понимала, что в Зеленограде (районе Москвы) нет улиц . Мы обычно пишем: г. Москва, г. Зеленоград, корпус ... , квартира....""",Услуги,Электронное голосование
"12,""Расположить будки остановок общественного транспорта задней стенкой к проезжей части для обеспечения безопасности пассажиров и освобождение части пшеходных тротуаров. Спасибо.""",Предложение транспорт,"Остановка, общественный транспорт, пассажиры"
"13,""Примите, пожалуйста, меры повышения качества работы телефонных линий поддержки. Действующие программы-операторы не выдерживают никакой критики. Общение с ними выглядит, как форменное издевательство. Дождаться ответа живых операторов мне не удалось.  Чат на сайте так же бесполезен, переадресовывает на неработающие по факту телефоны. Безобразие!""",Тех.поддержка,"Линии поддержки, программы-операторы, живые операторы, телефоны"
"14,ужасный сервис ребят ждать 30 минут звонка и брать за это деньги вы бы хоть линия бесплатную сделали.",Тех.поддержка,"Линия, звонок"
"15,""ДАННЫЕ С ПОРТАЛА ГОСУСЛУГ РАЗНЯТЬСЯ С ПОРТАЛОМ МОС РУ ЗАЧЕМ СОЗДАНЫ ДВА СЕРВИСА КОТОРЫЕ ИДЕНТИЧНЫ НО НЕ ПРАКТИЧНЫ ( 3 ЧАСА НЕ МОГУ ПОЛУЧИТЬ ДОСТУП МЕДИЦИНСКОЙ ЭЛЕКТРОННОЙ КАРТЕ, ВХОЖУ С ПОМОЩЬЮ ПРОВЕРЕННОЙ ЗАПИСИ ГОСУСЛУГ) ВСЕ ЭТО СДЕЛАНО ЧТОБЫ ОТМЫВАТЬ ДЕНЬГИ ГОСУДАРСТВЕННЫЕ НИЧЕГО ХОРОШЕГО БОЛЬШЕ СКАЗАТЬ НЕ МОГУ НАПИСАТЬ ЖАЛОБУ МЭРУ СОБЯНИНУ НЕТ ВОЗМОЖНОСТИ КРОМЕ КАК ЧЕРЕЗ ПОЧТУ РФ ВСЕ КАК В 18 ВЕКЕ ВСЕ ТЕ ЖЕ ЧИНОВНИКИ  ..... ГОЛОСОВАТЬ ЗА ПОПРАВКИ К КОНСТИТУЦИИ НЕ ПОЙДУ""",Сайт,"Портал, сервис"
"16,""Считаю целесообразным разрешить голосование через портал госуслуг всем зарегистрированным на портале, проживающим в Московской области.""",Предложение услуги,Голосование
"17,""Пожалуйста, добавьте в список """"Какие поправки предлагают внести в Конституцию Российской Федерации"""" самую главную поправку – об обнулении сроков Путина, которая обеспечит несменяемость президента РФ до 2036 года. Так как эта поправка по важности занимает первое место, то и ставить её в списке необходимо первой. Можно убрать все остальные пункты, если места не хватит.""",Предложение услуги,"Поправки, конституция"
