texts,Classes,Key_words,label
"Особенно учесть , что ей в основном пользуются люди старшего поколения",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"""",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"Пишу сюда, так как просрочен паспорт",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"57,""Нужно усовершенствовать работу службы 8 495 7777777",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"""",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
Как это им захочется,Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"7,Почему не работает контактная служба",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"Сотрудники горячей линии и поддержки некомпетентны по данному вопросу, после чего звонок сбросился и мне было предложено оценить качество услуги",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"У меня появилась такая вот идея - уволить всех умственно отсталых сотрудников данного проекта, который не справляется со своими обязанностями, если ваши умственно отсталые сотрудники по пол часа не могут ответить на задаваемые вопросы , говорит , что ждите , проконсультируюсь",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
Тоже надо очень долго ждать соединения,Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
Все это-личное наблюдение за работой службы во время самоизоляции,Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"Ответивший в конце концов на звонок оператор переключила меня на специалиста по данному вопросу, время ожидания ответа и помощи - более 5 минут",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
Ответ получаешь не всегда понятный и часто противоречивый,Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
Как это им захочется,Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
"7,Почему не работает контактная служба",Тех.поддержка,"Здравствуйте!Хочу пожаловаться на неадекватную работу техподдержки портала мосру.Пишу сюда, так как не нашёл более подходящего раздела.Техподдержка игнорирует заявки, просто ничего не делает месяцами, а потом заявку закрывает или отклоняет. Как это им захочется. Сталкиваюсь не в первый раз.Пожалуйста, примите меры.""",11
Идея-привести в порядок фактический график движения автобусов,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
главно ДЕНЬГИ ОСВОЕНЫ,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"10,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"14,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
") - благое делают, но их же надо потом обязательно пролить водой минимум пару-другую раз, чтобы прижились и закрепились в новом месте",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
главно ДЕНЬГИ ОСВОЕНЫ,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
главно ДЕНЬГИ ОСВОЕНЫ,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
От брызг из под колёс проезжающих автомобилей не увернуться,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
От брызг из под колёс проезжающих автомобилей не увернуться,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"10,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Вороновское, Варшавское шоссе, 125с1 и Варшавское шоссе, 64-й километр, домовладение 1, стр",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Стараниями нашего Мэра и возглавляемого им правительства Москвы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Бывают случаи когда один автобус 400т обгоняет другой автобус этого же маршрута,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Например: участок ж,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Он же как Бермудский треугольник,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Например: участок ж,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Они создавались с миссией, что личного транспорта станет меньше, тем самым уменьшится трафик и вредные выбросы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Дорожной и Сумской подземный пешеходный переход уже функционирует,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"На сайте градостоительной политики и строительства города Москвы много различных улучшений: подземные переходы, светофоры и другое",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"9,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Так же в связи с бесплатной парковкой этих автомобилей бюджет теряет поступления за платность пареовок, поэтому предлагаю рассмотреть применение пусть не стандартных , но 1/2 ставки от стоимости места Парковки , это позволит уменьшить использование данных сервисов , улучшит экологическое состояние города, а так же пополнит бюджет Москвы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"14,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Справа от входа в поликлинику № 61 ул Чертановская 26 узкий тротуар и тут же проезд для автомобилей,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Отдать под частные застройки с условиями города,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
д,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
", улучшит экологическое состояние города, а так же пополнит бюджет Москвы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"- благое делают, но их же надо потом обязательно пролить водой минимум пару-другую раз, чтобы прижились и закрепились в новом месте",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
47,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Участвовал в проработках обустройства зон ж",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"8,""Где получить разрешение на разовую поездку на личном автомобиле в Миграционный Центр г",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"через три-четыре дня они желтеют, засыхают и погибают",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
и колоссальное спасибо за это,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"5,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Стараниями нашего Мэра и возглавляемого им правительства Москвы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
2,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
д,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Не пачкали висячей ногой пассажиров, не мешали проходу",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
мосру/road/regional/87,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Дорожной улицы,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
", а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
На пересечении ул,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"вдоль Бутырского Вала перекрыть, сделать проезды к району Ямского поля",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"но, чуть ложки дегтя:в местах, где это требуется, а также в местах реконструкций дорог и проездов к домам восстанавливается газон посредством укладки полос травы, выращенной предварительно где-то в спец-местах",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"- благое делают, но их же надо потом обязательно пролить водой минимум пару-другую раз, чтобы прижились и закрепились в новом месте",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Дорожной и Сумской подземный пешеходный переход уже функционирует,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
- на самом же дело равнодушие к собственному труду,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
д,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Просьба рассмотреть обращение связанное с каршеринговыми компаниями,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Отдать под частные застройки с условиями города,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Огромные площади, дороги разрезают районы, трудности в сообщении, эксплуатации структур",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
главно ДЕНЬГИ ОСВОЕНЫ,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Идея-привести в порядок фактический график движения автобусов,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"7,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Идея-привести в порядок фактический график движения автобусов,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Добрый день",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"50,""Движение автобусов по маршруту 400т не ответствуют расписанию, задержки отправления от станции метро тушинская достигают 20-30 минут, часто автобусы ходят парами при это первый идет полным, а второй почти пустым",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Например: участок ж,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"- благое делают, но их же надо потом обязательно пролить водой минимум пару-другую раз, чтобы прижились и закрепились в новом месте",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Да у вас куча предложений от Генплана,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
мосру/road/regional/87,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Москва, п",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"через три-четыре дня они желтеют, засыхают и погибают",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"14,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"через три-четыре дня они желтеют, засыхают и погибают",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Справа от входа в поликлинику № 61 ул Чертановская 26 узкий тротуар и тут же проезд для автомобилей,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"10,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
", а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
") - благое делают, но их же надо потом обязательно пролить водой минимум пару-другую раз, чтобы прижились и закрепились в новом месте",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"14,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
При голосовом сообщении призывают снимать рюкзаки чтобы не мешать проходу,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Стараниями нашего Мэра и возглавляемого им правительства Москвы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"50,""Движение автобусов по маршруту 400т не ответствуют расписанию, задержки отправления от станции метро тушинская достигают 20-30 минут, часто автобусы ходят парами при это первый идет полным, а второй почти пустым",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"6,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"На сайте градостоительной политики и строительства города Москвы много различных улучшений: подземные переходы, светофоры и другое",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Отдать под частные застройки с условиями города,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Он же как Бермудский треугольник,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"но, чуть ложки дегтя:в местах, где это требуется, а также в местах реконструкций дорог и проездов к домам восстанавливается газон посредством укладки полос травы, выращенной предварительно где-то в спец-местах",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"Они создавались с миссией, что личного транспорта станет меньше, тем самым уменьшится трафик и вредные выбросы",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
д,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
главно ДЕНЬГИ ОСВОЕНЫ,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
- газон-дорожки укладывают и забывают,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
От брызг из под колёс проезжающих автомобилей не увернуться,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Да у вас куча предложений от Генплана,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
", а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Добрый день",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"На текущий момент этого не произошло и наоборот трафик увеличился и выбросы , то же",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Дорожной и Сумской подземный пешеходный переход уже функционирует,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
Идиоты,Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"""Добрый день",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"А если заблокировали , а потерял, Собянин на такси дать",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"1, корп",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
"12,""Почему нельзя вбить вторую карту тройку",Транспорт,"7,""Почему нельзя вбить вторую карту тройку . А если заблокировали ,  а потерял, Собянин на такси дать?""",12
